"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"109","game_t00108","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","ただでさえ武家は、\w色々な意味でマスコミや世間から色眼鏡で見られているというのに…\w…\w。\p","武家本就因种种原因，受着媒体和世俗的有色眼光……\p"
"110","game_t00109","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「こっちは武家ってだけで女も招集されてんだ！　同じ…\w…\w高校生なのにさ！」\p","「我们只因为是武家，连女人都要应征入伍！明明……明明大家都是高中生！」\p"
"111","game_t00110","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","志摩子","「でも、\wあの子たち…\w…\w家族が大陸で戦ってるのかもしれないよ」\p","「可是那些女孩……说不定她们的家人正在大陆作战。」\p"
"112","game_t00111","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「わかってるよ志摩子、\wだからって私たちのこと花嫁修業だの習い事だのって…\w…\w！」\p","「我知道啊志摩子，可她们也不能把我们说成是来学做新娘、上兴趣班的吧……！」\p"
"113","game_t00112","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","和泉","「私、\w聞いたことあるんだ。帝国軍の訓練校じゃ、\w私たちのことそう言って笑ってるって噂」\p","「我听说，帝国军的训练学校里也有人这样嘲笑我们。」\p"
"114","game_t00113","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「何だよバカにして！　ただの学生のくせにいったいあいつら何様――」\p","「搞什么，瞧不起人吗！不过是一群学生，她们以为自己是谁——」\p"
"115","game_t00114","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","唯依","「――ぴりぴり…\w…\wしてるんじゃないかな」\p","「——她们可能……只是太紧张了吧。」\p"
"116","game_t00115","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「えっ…\w…\w？」","「咦……？」"
"117","game_t00116","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","志摩子","「…\w…\w」","「…\w…\w」"
"118","game_t00117","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","和泉","「…\w…\w」\p","「…\w…\w」\p"
"119","game_t00118","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","唯依","「今、\w未婚女子の徴兵年齢再引き下げが検討されているでしょう。だから…\w…\wたぶん」\p","「现在不是在讨论再次下调未婚女性的征兵年龄吗。所以……大概是这个原因。」\p"
"120","game_t00119","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","志摩子","「斯衛は大陸派兵１回でやめちゃったし…\w…\w私たちは任官しても本土配備だものね」\p","「斯卫只向大陆派过一次兵就停止了……我们就算正式任官，也只会部署在本土。」\p"
"121","game_t00120","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「…\w…\wだから、\wなんだよ」\p","「……那又怎么样。」\p"
"122","game_t00121","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","和泉","「帝国軍に徴兵されるあの子たちは、\w大陸配属もあり得る。不公平だって思うでしょうね――同じ高校生なのに」\p","「那些被征入帝国军的女孩，可能会被派往大陆。她们当然会觉得不公平——明明大家都是高中生。」\p"
"123","game_t00122","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「そうは言っても帝国軍の若年女子兵は事務方、\wせいぜい後方任務じゃない！」\p","「帝国军里的年轻女兵不都是文职，最多也只执行后方任务吗！」\p"
"124","game_t00123","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「私たちは…\w…\wもしＢＥＴＡが攻めてきたら、\w戦域の正面で戦うんだよっ！？」\p","「我们呢……如果BETA打过来，可是要顶在战区正面作战的！」\p"
"125","game_t00124","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","安芸","「あいつらが私たちをずるいって思うなら…\w…\wお互い様、\wだよ…\w…\wッ！」\p","「她们觉得我们占了便宜……那我们觉得她们轻松也一样啊……！」\p"
"126","game_t00125","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","唯依","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"127","game_t00126","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","ＢＥＴＡが…\w…\w攻めて来たら…\w…\w？！\p","BETA……打过来的话……？！\p"
"128","game_t00127","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","京都が…\w…\wＢＥＴＡに…\w…\w！？\p","京都……遭到BETA进攻……！？\p"
"129","game_t00128","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","唯依","「…\w…\w！？」\p","「…\w…\w！？」\p"
"130","game_t00129","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","何をバカな…\w…\w。私は…\w…\w何を考えて…\w…\w。\p","我在想什么蠢事……我到底……在想什么……\p"
"131","game_t00130","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","志摩子","「唯依…\w…\w？」\p","「唯依……？」\p"
"132","game_t00131","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","――！\p","――！\p"
"133","game_t00132","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","だめだ――曖昧な態度を見せれば皆を不安にさせる。私は譜代の生まれ。皆には範を示さなきゃ――\p","不行——一旦表现出动摇，大家就会不安。我出身谱代，必须给大家树立典范——\p"
"134","game_t00133","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","唯依","「ねえ――そろそろ、\w行かない？」\p","「我说——我们差不多该走了吧？」\p"
"135","game_t00134","０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack","０２０：１９９７年_04：登校　背景状況説明　４月１４日","旁白","とにかく気持ちを切り替えよう。\p","总之先调整好心情。\p"
