"jp","cn","status","category","occurrences","jp_text_rows","speaker_rows","aligned_cn_rows","variants_cn","first_stable_id","first_scene","source","basis"
"マイルドクルー","迈尔德·克鲁","confirmed","已审定术语 / 第二遍术语证据","9","9","0","9","麦尔德库鲁","pm:static:photonmelodies11.rio.003:1272111780:00204714","crsa:photonmelodies11.rio.003@1272111780","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（1条）"
"基地","基地","confirmed","公共总表术语","9","9","0","9","","pm:static:photonmelodies11.rio.004:1361070408:00252785","crsa:photonmelodies11.rio.004@1361070408","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"女たち","众女","confirmed","speaker/name-or-title / 说话人标签","9","9","1","1","","pm:static:photonmelodies11.rio.003:1933169644:00159672","crsa:photonmelodies11.rio.003@1933169644","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1"
"隊長","队长","confirmed","公共总表术语","9","9","0","9","","pm:static:photonmelodies11.rio.003:0839604068:00353138","crsa:photonmelodies11.rio.003@839604068","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"コスト","成本","confirmed","公共总表术语","8","8","0","8","","pm:static:photonmelodies11.rio.004:1199844672:00096600","crsa:photonmelodies11.rio.004@1199844672","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"ママ","妈妈","confirmed","speaker/name-or-title / 说话人标签","8","8","1","1","","pm:static:photonmelodies11.rio.004:0258770628:00143228","crsa:photonmelodies11.rio.004@258770628","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1"
"レバッ","肝脏","confirmed","第二遍术语证据","8","8","0","8","","pm:static:photonmelodies11.rio.004:0860955960:00118157","crsa:photonmelodies11.rio.004@860955960","second_pass_line_evidence","第二遍行级证据（3条）"
"ＵＭＡ","UMA","confirmed","已审定术语 / 第二遍术语证据","8","8","0","8","","pm:static:photonmelodies11.rio.004:1457084560:00449583","crsa:photonmelodies11.rio.004@1457084560","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（7条）"
"カイゼル","凯泽尔","confirmed","第二遍术语证据","7","7","0","7","","pm:static:photonmelodies11.rio.004:1361070408:00287737","crsa:photonmelodies11.rio.004@1361070408","second_pass_line_evidence","第二遍行级证据（1条）"
"ブーツ","雪靴","confirmed","第二遍术语证据","7","7","0","7","","pm:static:photonmelodies11.rio.004:0499205748:00138986","crsa:photonmelodies11.rio.004@499205748","second_pass_line_evidence","第二遍行级证据（1条）"
"女官１","女官1","confirmed","speaker/name-or-title / 说话人标签","7","7","7","7","","pm:static:photonmelodies11.rio.004:1259067424:00342532","crsa:photonmelodies11.rio.004@1259067424","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：7/7"
"拠点","据点","confirmed","第二遍术语证据","7","7","0","7","","pm:static:photonmelodies11.rio.004:0655753292:00142608","crsa:photonmelodies11.rio.004@655753292","second_pass_line_evidence","第二遍行级证据（1条）"
"武・壬姫","武、壬姬","confirmed","speaker/name-or-title / 说话人标签","7","7","7","7","","pm:static:photonmelodies11.rio.004:1560893912:00129205","crsa:photonmelodies11.rio.004@1560893912","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：7/7"
"武・水月","武、水月","confirmed","speaker/name-or-title / 说话人标签","7","7","6","6","","pm:static:photonmelodies11.rio.004:1169383896:00131740","crsa:photonmelodies11.rio.004@1169383896","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：6/6"
"臨界","临界","confirmed","已审定术语 / 第二遍术语证据","7","7","0","7","","pm:static:photonmelodies11.rio.002:1214082412:00004325","crsa:photonmelodies11.rio.002@1214082412","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（3条）"
"観客","观众","confirmed","speaker/name-or-title / 说话人标签","7","7","7","7","","pm:static:photonmelodies11.rio.004:1068948144:00033086","crsa:photonmelodies11.rio.004@1068948144","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：7/7"
"エロ大臣","色鬼大臣","confirmed","已审定术语 / 第二遍术语证据","6","6","0","6","","pm:static:photonmelodies11.rio.004:1361070408:00412281","crsa:photonmelodies11.rio.004@1361070408","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（2条）"
"メートル","米","confirmed","公共总表术语","6","6","0","6","","pm:static:photonmelodies11.rio.004:0426952928:00516701","crsa:photonmelodies11.rio.004@426952928","main_glossary","公共总表；须以本篇最终正文核对适用语境"
"武君人形","小武人偶","confirmed","speaker/name-or-title / 说话人标签","6","6","5","5","","pm:static:photonmelodies11.rio.004:1235087732:00531784","crsa:photonmelodies11.rio.004@1235087732","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：5/5"
"純夏・霞","纯夏、霞","confirmed","speaker/name-or-title / 说话人标签","6","6","4","4","","pm:static:photonmelodies11.rio.004:0131862200:00070886","crsa:photonmelodies11.rio.004@131862200","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：4/4"
"長官","长官","confirmed","说话人标签","6","0","6","6","","pm:static:photonmelodies11.rio.002:1214082412:00003777","crsa:photonmelodies11.rio.002@1214082412","final_speaker_labels","最终全文说话人标签：6/6"
"にゃーむ子","喵姆子","confirmed","已审定术语 / 第二遍术语证据","5","5","0","5","","pm:static:photonmelodies11.rio.004:1560893912:00114063","crsa:photonmelodies11.rio.004@1560893912","current_public_terms / second_pass_line_evidence","本篇审定（戏仿专名） | 第二遍行级证据（2条）"
"ウォータースライダー","水上滑梯","confirmed","已审定术语 / 第二遍术语证据","5","5","0","5","","pm:static:photonmelodies11.rio.004:0933776684:00386647","crsa:photonmelodies11.rio.004@933776684","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（1条）"
"オペレーター","操作员","confirmed","公共总表术语 / 说话人标签","5","5","5","5","","pm:static:photonmelodies11.rio.002:1214082412:00003589","crsa:photonmelodies11.rio.002@1214082412","final_speaker_labels / main_glossary","公共总表；须以本篇最终正文核对适用语境 | 最终全文说话人标签：5/5"
"ゴンドラ","吊厢","confirmed","已审定术语 / 第二遍术语证据","5","5","0","5","","pm:static:photonmelodies11.rio.004:0499205748:00082690","crsa:photonmelodies11.rio.004@499205748","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（5条）"
"マイルドクルー横幅","迈尔德·克鲁横幅","confirmed","已审定术语 / 第二遍术语证据","5","5","0","5","","pm:static:photonmelodies11.rio.003:1272111780:00204714","crsa:photonmelodies11.rio.003@1272111780","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（1条）"
"先生ズ","老师们","confirmed","speaker/name-or-title / 说话人标签","5","5","1","1","","pm:static:photonmelodies11.rio.004:0426952928:00290219","crsa:photonmelodies11.rio.004@426952928","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1"
"壬姫・武","壬姬、武","confirmed","speaker/name-or-title / 说话人标签","5","5","5","5","","pm:static:photonmelodies11.rio.004:1560893912:00129341","crsa:photonmelodies11.rio.004@1560893912","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：5/5"
"女官２","女官2","confirmed","speaker/name-or-title / 说话人标签","5","5","4","4","","pm:static:photonmelodies11.rio.004:1259067424:00342634","crsa:photonmelodies11.rio.004@1259067424","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：4/4"
"女官３","女官3","confirmed","speaker/name-or-title / 说话人标签","5","5","5","5","","pm:static:photonmelodies11.rio.004:1259067424:00342770","crsa:photonmelodies11.rio.004@1259067424","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：5/5"
"女２","女2","confirmed","speaker/name-or-title / 说话人标签","5","5","5","5","","pm:static:photonmelodies11.rio.004:1269734756:00296798","crsa:photonmelodies11.rio.004@1269734756","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：5/5"
"宗像美冴","宗像美冴","confirmed","公共总表术语 / 已审定术语","5","5","0","5","","pm:static:photonmelodies11.rio.004:0860955960:00179465","crsa:photonmelodies11.rio.004@860955960","current_public_terms / main_glossary","主库术语表 | 公共总表；须以本篇最终正文核对适用语境"
"御剣悠陽","御剑悠阳","confirmed","公共总表术语 / 已审定术语","5","5","0","5","","pm:static:photonmelodies11.rio.002:1544313288:00348436","crsa:photonmelodies11.rio.002@1544313288","current_public_terms / main_glossary","主库术语表 | 公共总表；须以本篇最终正文核对适用语境"
"応急処置","急救","confirmed","已审定术语 / 第二遍术语证据","5","5","0","5","","pm:static:photonmelodies11.rio.004:0499205748:00142726","crsa:photonmelodies11.rio.004@499205748","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（1条）"
"榊原","榊原","confirmed","speaker/name-or-title / 说话人标签","5","5","3","3","","pm:static:photonmelodies11.rio.004:1457084560:00278703","crsa:photonmelodies11.rio.004@1457084560","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：3/3"
"涼宮遙","凉宫遥","confirmed","公共总表术语 / 已审定术语","5","5","0","5","","pm:static:photonmelodies11.rio.004:0812258960:00484494","crsa:photonmelodies11.rio.004@812258960","current_public_terms / main_glossary","主库术语表 | 公共总表；须以本篇最终正文核对适用语境"
"純夏・壬姫","纯夏、壬姬","confirmed","speaker/name-or-title / 说话人标签","5","5","1","1","纯夏・壬姬","pm:static:photonmelodies11.rio.002:1544313288:00316050","crsa:photonmelodies11.rio.002@1544313288","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。; Extracted from current cn_text speaker brackets. | 最终全文说话人标签：1/1"
"美琴・壬姫","美琴、壬姬","confirmed","speaker/name-or-title / 说话人标签","5","5","1","1","","pm:static:photonmelodies11.rio.003:1668688832:00188089","crsa:photonmelodies11.rio.003@1668688832","final_speaker_labels / glossary_photonmelodies_v2","说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1"
"風間祷子","风间祷子","confirmed","公共总表术语 / 已审定术语","5","5","0","5","","pm:static:photonmelodies11.rio.004:0860955960:00179465","crsa:photonmelodies11.rio.004@860955960","current_public_terms / main_glossary","主库术语表 | 公共总表；须以本篇最终正文核对适用语境"
"しりとり","接龙","confirmed","已审定术语 / 第二遍术语证据","4","4","0","4","日语接龙","pm:static:photonmelodies11.rio.004:0655753292:00219428","crsa:photonmelodies11.rio.004@655753292","current_public_terms / second_pass_line_evidence","本篇审定 | 第二遍行级证据（2条）"
"アルフレッド・ウォーケン","阿尔弗雷德·沃肯","confirmed","公共总表术语 / 已审定术语 / 第二遍术语证据","4","4","0","4","","pm:static:photonmelodies11.rio.002:1544313288:00331882","crsa:photonmelodies11.rio.002@1544313288","current_public_terms / main_glossary / second_pass_line_evidence","主库术语表 | 公共总表；须以本篇最终正文核对适用语境 | 第二遍行级证据（1条）"
"コブ","雪包","confirmed","已审定术语 / 第二遍术语证据","4","4","0","3","","pm:static:photonmelodies11.rio.004:0426952928:00565909","crsa:photonmelodies11.rio.004@426952928","current_public_terms / second_pass_line_evidence","本篇审定；コブ斜面按滑雪术语作“猫跳雪道” | 第二遍行级证据（1条）"
