call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
97,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,78,1,text,game_t00096,「技術の方は特に人手が足りないしね。ああも派手にヘシ折れてりゃ当然か…\w…\w。艦橋構造物が陸の孤島ってのは胸糞悪い冗談だな、\wウィル」,game_s00005,ダリル,ok,1,"__line__=""8630"" ruby=""$game_t00096_ruby"" speaker=""$game_s00005"" text=""$game_t00096"" voice=""020_ダリル_A_D0027"""
98,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,79,1,text,game_t00097,「ええ…\w…\w寝て覚めて冗談だったら、\wと思わない日はないですよ」,game_s00001,ウィル,ok,1,"__line__=""8680"" speaker=""$game_s00001"" text=""$game_t00097"" voice=""ウィル_A_Z0027"""
99,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,80,1,text,game_t00098,おかげでデータリンクもまともに機能しない――。,,,ok,1,"__line__=""8720"" text=""$game_t00098"""
100,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,81,1,text,game_t00099,本当に笑えない冗談の結果、\w俺たちはここで延々仕事をしてる。,,,ok,1,"__line__=""8730"" text=""$game_t00099"""
101,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,82,1,text,game_t00100,お、\w来たか。何かあってくれよ…\w…\w！,,,ok,1,"__line__=""9060"" text=""$game_t00100"""
102,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,83,1,text,game_t00101,「起動完了しました。広帯域モードで中継開始しま――」,game_s00001,ウィル,ok,1,"__line__=""9080"" speaker=""$game_s00001"" text=""$game_t00101"" voice=""ウィル_A_Z0028"""
103,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,84,1,text,game_t00102,「――！」,game_s00001,ウィル,ok,1,"__line__=""9380"" add_speaker0=""ダリル"" speaker=""$game_s00001"" speaker1=""$game_s00005"" text=""$game_t00102"" text1=""$game_t00103"" voice=""ウィル_A_Z0029"""
104,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,84,2,text1,game_t00103,「――！」,game_s00001,ウィル,ok,1,"__line__=""9380"" add_speaker0=""ダリル"" speaker=""$game_s00001"" speaker1=""$game_s00005"" text=""$game_t00102"" text1=""$game_t00103"" voice=""ウィル_A_Z0029"""
105,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,85,1,text,game_t00104,「――隊長、\wこれってまさか」,game_s00001,ウィル,ok,1,"__line__=""9600"" speaker=""$game_s00001"" text=""$game_t00104"" voice=""ウィル_A_Z0030"""
106,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,86,1,text,game_t00105,「――救難信号だウィル！　本当に一発で拾ったぞ！」,game_s00005,ダリル,ok,1,"__line__=""9610"" speaker=""$game_s00005"" text=""$game_t00105"" voice=""020_ダリル_A_D0028"""
107,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,87,1,text,game_t00106,「よぉし上出来だ、\w座標が入ってる！」,game_s00005,ダリル,ok,1,"__line__=""9720"" speaker=""$game_s00005"" text=""$game_t00106"" voice=""020_ダリル_A_D0029"""
108,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,88,1,text,game_t00107,来てるのは救難要請シグナルとＧＰＳ座標だけ―\w―,,,ok,1,"__line__=""9760"" text=""$game_t00107"""
109,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,89,1,text,game_t00108,「こちらからのコールは受信しないようです。自動ビーコンです」,game_s00001,ウィル,ok,1,"__line__=""9840"" speaker=""$game_s00001"" text=""$game_t00108"" voice=""ウィル_A_Z0031"""
110,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,90,1,text,game_t00109,と来れば、もちろん―\w―,,,ok,1,"__line__=""9850"" text=""$game_t00109"""
111,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,91,1,text,game_t00110,「――オーケー、\w十分航続圏内だな…\w…\w行ってみりゃわかる！」,game_s00005,ダリル,ok,1,"__line__=""9980"" speaker=""$game_s00005"" text=""$game_t00110"" voice=""020_ダリル_A_D0030"""
112,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,92,1,text,game_t00111,…\w…\wよし！,,,ok,1,"__line__=""10040"" text=""$game_t00111"""
113,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,93,1,text,game_t00112,「ナイヴス１よりソルティ・ベース、\w聞こえるかい？」,game_s00005,ダリル,ok,1,"__line__=""10050"" speaker=""$game_s00005"" text=""$game_t00112"" voice=""020_ダリル_A_D0031"""
114,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,94,1,text,game_t00113,「――ソルティ・ベースよりナイヴス１、\w感度良好」,game_s00018,ＪＦＫオペレーター,ok,1,"__line__=""10070"" speaker=""$game_s00018"" text=""$game_t00113"" voice=""060_JFKオペレーター１_A_Z0001"""
115,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,95,1,text,game_t00114,「中継機Ｅ７の設置を完了、\w直後に救難信号を受信した！　繰り返す、\w救難信号だ」,game_s00005,ダリル,ok,1,"__line__=""10090"" speaker=""$game_s00005"" text=""$game_t00114"" voice=""020_ダリル_A_D0032"""
116,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,96,1,text,game_t00115,「進出可能半径内につき、\wナイヴス両機による直接確認の許可を願う！」,game_s00005,ダリル,ok,1,"__line__=""10110"" speaker=""$game_s00005"" text=""$game_t00115"" voice=""020_ダリル_A_D0033"""
117,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,97,1,text,game_t00116,「――了解、\wこちらでもＥ７経由で信号を受信、\w座標も確認した。許可あるまで待機せよ」,game_s00018,ＪＦＫオペレーター,ok,1,"__line__=""10130"" speaker=""$game_s00018"" text=""$game_t00116"" voice=""060_JFKオペレーター１_A_Z0002"""
118,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,98,1,text,game_t00117,「ナイヴス１了解。急いで頼むよ！　ウィル、\w発進準備だ」,game_s00005,ダリル,ok,1,"__line__=""10150"" speaker=""$game_s00005"" text=""$game_t00117"" voice=""020_ダリル_A_D0034"""
119,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,99,1,text,game_t00118,「――了解！」,game_s00001,ウィル,ok,1,"__line__=""10200"" speaker=""$game_s00001"" text=""$game_t00118"" voice=""ウィル_A_Z0032"""
120,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,100,1,text,game_t00119,許可なんて出るに決まってる…\w…\w早く…\w…\w！,,,ok,1,"__line__=""10270"" text=""$game_t00119"""
121,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,101,1,text,game_t00120,「――ソルティ・ベースよりナイヴス１、\wナイヴス両機による直接確認を許可する。生きていれば一ヶ月ぶりの朗報だ、\w頼むぞ！」,game_s00018,ＪＦＫオペレーター,ok,1,"__line__=""10380"" speaker=""$game_s00018"" text=""$game_t00120"" voice=""060_JFKオペレーター１_A_Z0003"""
122,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,102,1,text,game_t00121,来た――ッ！,,,ok,1,"__line__=""10400"" text=""$game_t00121"""
123,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,103,1,text,game_t00122,「ナイヴス１了解！　頼まれたよ！」,game_s00005,ダリル,ok,1,"__line__=""10490"" speaker=""$game_s00005"" text=""$game_t00122"" voice=""020_ダリル_A_D0035"""
124,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,104,1,text,game_t00123,「ナイヴス２、\wいつでも行けます！」,game_s00001,ウィル,ok,1,"__line__=""10690"" speaker=""$game_s00001"" text=""$game_t00123"" voice=""ウィル_A_Z0033"""
125,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,105,1,text,game_t00124,「ＯＫ、\w焦ってアンテナ蹴倒すんじゃないよ！」,game_s00005,ダリル,ok,1,"__line__=""10790"" speaker=""$game_s00005"" text=""$game_t00124"" voice=""020_ダリル_A_D0036"""
126,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,106,1,text,game_t00125,頼む、\w生きててくれよ…\w…\w！,,,ok,1,"__line__=""11940"" text=""$game_t00125"""
127,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,107,1,text,game_t00126,「ナイヴス１よりナイヴス２。――ウィル、\w念のために言っておく。過剰な期待をするんじゃないよ」,game_s00005,ダリル,ok,1,"__line__=""11990"" speaker=""$game_s00005"" text=""$game_t00126"" voice=""020_ダリル_A_D0037"""
128,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,108,1,text,game_t00127,…\w…\w…\w…\w！,,,ok,1,"__line__=""12010"" text=""$game_t00127"""
129,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,109,1,text,game_t00128,「…\w…\wナイヴス２了解」,game_s00001,ウィル,ok,1,"__line__=""12020"" speaker=""$game_s00001"" text=""$game_t00128"" voice=""ウィル_A_Z0034"""
130,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,110,1,text,game_t00129,…\w…\wそうなんだよな。簡易ビーコンってことは、\w自動発信装置だけが生きてる可能性も低くない。,,,ok,1,"__line__=""12060"" text=""$game_t00129"""
131,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,111,1,text,game_t00130,遺体が回収できるだけでも御の字と言えば御の字だが、\w最悪それすらなく、\w空の船が漂着してることもある…\w…\w。,,,ok,1,"__line__=""12070"" text=""$game_t00130"""
132,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,112,1,text,game_t00131,いや…\w…\w最悪の予想をするのはやめよう。,,,ok,1,"__line__=""12200"" text=""$game_t00131"""
133,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,113,1,text,game_t00132,これは過剰な期待じゃない、\w『希望』だ――！,,,ok,1,"__line__=""12210"" text=""$game_t00132"""
134,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,114,1,text,game_t00133,「そろそろ直接交信圏内のはずだ、\w一旦高度上げるよ――呼び出しを続けな」,game_s00005,ダリル,ok,1,"__line__=""12750"" speaker=""$game_s00005"" text=""$game_t00133"" voice=""020_ダリル_A_D0038"""
135,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,115,1,text,game_t00134,「了解」,game_s00001,ウィル,ok,1,"__line__=""12770"" speaker=""$game_s00001"" text=""$game_t00134"" voice=""ウィル_A_Z0035"""
136,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,116,1,text,game_t00135,この高度、\w未だに尻がむずむずする。,,,ok,1,"__line__=""13500"" text=""$game_t00135"""
137,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,117,1,text,game_t00136,光線級に脅えてた頃なら、\w演習以外でこんな高度を取るのは自殺行為だった…\w…,,,ok,1,"__line__=""13510"" text=""$game_t00136"""
138,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,118,1,text,game_t00137,…\w…\wそれが今や完全に実用域。,,,ok,1,"__line__=""13520"" text=""$game_t00137"""
139,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,119,1,text,game_t00138,『高度を稼いで水平線を遠くする』――あの日以来、\wそれが唯一残された通信距離の拡大方法だからな。,,,ok,1,"__line__=""13530"" text=""$game_t00138"""
140,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,120,1,text,game_t00139,「相手が出たら得意の漫談を披露しとけ」,game_s00005,ダリル,ok,1,"__line__=""13540"" speaker=""$game_s00005"" text=""$game_t00139"" voice=""020_ダリル_A_D0039"""
141,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,121,1,text,game_t00140,「――了解。…\w…\wって隊長、\w漫談は小官の得意とするところではありませんが…\w…\w。大体こんな時に――」,game_s00001,ウィル,ok,1,"__line__=""13600"" speaker=""$game_s00001"" text=""$game_t00140"" voice=""ウィル_A_Z0036"""
142,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,122,1,text,game_t00141,「――おまえの得手不得手なんざ聞いてないんだよ。大真面目な話だ。見な」,game_s00005,ダリル,ok,1,"__line__=""13620"" speaker=""$game_s00005"" text=""$game_t00141"" voice=""020_ダリル_A_D0040"""
143,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,123,1,text,game_t00142,「信号強度から見てもでかい船じゃない。救命ボートか何かだ」,game_s00005,ダリル,ok,1,"__line__=""14060"" speaker=""$game_s00005"" text=""$game_t00142"" voice=""020_ダリル_A_D0041"""
144,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,124,1,text,game_t00143,「あ…\w…\wそういう事、\wですか。了解」,game_s00001,ウィル,ok,1,"__line__=""14080"" speaker=""$game_s00001"" text=""$game_t00143"" voice=""ウィル_A_Z0037"""
145,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,125,1,text,game_t00144,「分かったか、\w言ってみな」,game_s00005,ダリル,ok,1,"__line__=""14220"" speaker=""$game_s00005"" text=""$game_t00144"" voice=""020_ダリル_A_D0042"""
146,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,126,1,text,game_t00145,「――は。相手はごく少数、\wあるいは単独。何日、\wいや何週間孤立してたかも不明。音声が途切れればそれだけで不安を与える、\wと思われます」,game_s00001,ウィル,ok,1,"__line__=""14240"" speaker=""$game_s00001"" text=""$game_t00145"" voice=""ウィル_A_Z0038"""
147,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,127,1,text,game_t00146,俺自身は遭難したことなんて無いが、\w海上で孤立する不安ってのは相当なものだろう。,,,ok,1,"__line__=""14250"" text=""$game_t00146"""
148,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,128,1,text,game_t00147,途切れずに話しかけ続けるってのは、\w確かにこういう場合の基本ではある。,,,ok,1,"__line__=""14260"" text=""$game_t00147"""
149,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,129,1,text,game_t00148,「そういう事だ。一発で正解なら\nリコリスキャンディをくれてやったのにな」,game_s00005,ダリル,ok,1,"__line__=""14300"" speaker=""$game_s00005"" text=""$game_t00148"" voice=""020_ダリル_A_D0043"""
150,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,130,1,text,game_t00149,…\w…\wでも、\w隊長の言い方はホント分かりづらいんだよ。俺にセンスが無いだけといえばそれまでだが。,,,ok,1,"__line__=""14350"" text=""$game_t00149"""
151,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,131,1,text,game_t00150,「面目ありません――音声通信を開始します」,game_s00001,ウィル,ok,1,"__line__=""14360"" speaker=""$game_s00001"" text=""$game_t00150"" voice=""ウィル_A_Z0039"""
152,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,132,1,text,game_t00151,頼むぜ、\w誰か…\w…\w！,,,ok,1,"__line__=""14370"" text=""$game_t00151"""
153,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,133,1,text,game_t00152,「こちら米国海兵隊第３１８戦術歩行戦闘機隊\n『ブラック・ナイヴス』、\w救難信号を受信しました。\n聞こえていたら応答願います」,game_s00001,ウィル,ok,1,"__line__=""14480"" speaker=""$game_s00001"" text=""$game_t00152"" voice=""ウィル_A_Z0040"""
154,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,134,1,text,game_t00153,「こちら米国海兵隊第３１８戦術歩行戦闘機隊\n『ブラック・ナイヴス』、\w救難信号を受信しました。\n聞こえていたら応答願います」,game_s00001,ウィル,ok,1,"__line__=""14500"" speaker=""$game_s00001"" text=""$game_t00153"" voice=""ウィル_A_Z0041"""
155,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,135,1,text,game_t00154,返信なし――,,,ok,1,"__line__=""14560"" text=""$game_t00154"""
156,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,136,1,text,game_t00155,とっくに通信圏内のはずだが、\w返事がないのは意識がないか、\wあるいは――,,,ok,1,"__line__=""14570"" text=""$game_t00155"""
157,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,137,1,text,game_t00156,「繰り返します、\wこちら米国海兵隊第３１８戦術歩行戦闘機隊『ブラック・ナイヴス』、\w救難信号を受信しました。聞こえていたら応答願います」,game_s00001,ウィル,ok,1,"__line__=""14620"" speaker=""$game_s00001"" text=""$game_t00156"" voice=""ウィル_A_Z0042"""
158,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,138,1,text,game_t00157,無人だとは思いたくない。頼む、\w応えてくれ――！,,,ok,1,"__line__=""14670"" text=""$game_t00157"""
159,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,139,1,text,game_t00158,「…\w…\wえますか、\wこ…\w…\w第２６海…\w…\w…\w…\w」,game_s00014,少尉,ok,1,"__line__=""14690"" speaker=""$game_s00014"" text=""$game_t00158"" voice=""010_リリア_A_L0001"""
160,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,140,1,text,game_t00159,…\w…\w…\w…\w！,,,ok,1,"__line__=""14790"" text=""$game_t00159"""
161,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,141,1,text,game_t00160,「ナイヴス２よりナイヴス１、\w音声に反応あり！　続けます！！」,game_s00001,ウィル,ok,1,"__line__=""14830"" speaker=""$game_s00001"" text=""$game_t00160"" voice=""ウィル_A_Z0043"""
162,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,142,1,text,game_t00161,「こちら米国海兵隊第３１８戦術歩行戦闘機隊所属機、\w聞こえています。繰り返しお願いします」,game_s00001,ウィル,ok,1,"__line__=""14840"" speaker=""$game_s00001"" text=""$game_t00161"" voice=""ウィル_A_Z0044"""
163,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,143,1,text,game_t00162,「…\w…\w在、\w救命艇…\w…\w打ち揚げ…\w…\w…\w…\wらの座標は…\w…\w」,game_s00014,少尉,ok,1,"__line__=""14850"" speaker=""$game_s00014"" text=""$game_t00162"" voice=""010_リリア_A_L0002"""
164,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,144,1,text,game_t00163,…\w…\w生きてる。それに所属や座標を口にできるぐらいには体力がある。,,,ok,1,"__line__=""14910"" text=""$game_t00163"""
165,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,145,1,text,game_t00164,これなら…\w…\w！,,,ok,1,"__line__=""14920"" text=""$game_t00164"""
166,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,146,1,text,game_t00165,「音声が不明瞭ですが、\wそちらの座標は確認しています。現在接近中、\w引き続きこのチャネルで続けてください」,game_s00001,ウィル,ok,1,"__line__=""14960"" speaker=""$game_s00001"" text=""$game_t00165"" voice=""ウィル_A_Z0045"""
167,020_UAF_DAY91_01.egpack,020_UAF_DAY91_01.xml,147,1,text,game_t00166,「…\w…\w了解…\w…\w…\w…\wらはリリア・シェル…\w…\w少尉…\w…\w…\w…\w願います…\w…\w」,game_s00014,少尉,ok,1,"__line__=""14970"" speaker=""$game_s00014"" text=""$game_t00166"" voice=""010_リリア_A_L0003"""
