egpack,id,jp,next_jp_carried_in_this_block
020_UAF_DAY91_01.egpack,game_t00154,返信なし――,とっくに通信圏内のはずだが、\w返事がないのは意識がないか、\wあるいは――
020_UAF_DAY91_01.egpack,game_t00155,とっくに通信圏内のはずだが、\w返事がないのは意識がないか、\wあるいは――,「繰り返します、\wこちら米国海兵隊第３１８戦術歩行戦闘機隊『ブラック・ナイヴス』、\w救難信号を受信しました。聞こえていたら応答願います」
020_UAF_DAY91_01.egpack,game_t00156,「繰り返します、\wこちら米国海兵隊第３１８戦術歩行戦闘機隊『ブラック・ナイヴス』、\w救難信号を受信しました。聞こえていたら応答願います」,無人だとは思いたくない。頼む、\w応えてくれ――！
020_UAF_DAY91_01.egpack,game_t00157,無人だとは思いたくない。頼む、\w応えてくれ――！,「…\w…\wえますか、\wこ…\w…\w第２６海…\w…\w…\w…\w」
020_UAF_DAY91_01.egpack,game_t00158,「…\w…\wえますか、\wこ…\w…\w第２６海…\w…\w…\w…\w」,…\w…\w…\w…\w！
020_UAF_DAY91_01.egpack,game_t00159,…\w…\w…\w…\w！,「ナイヴス２よりナイヴス１、\w音声に反応あり！　続けます！！」
020_UAF_DAY91_01.egpack,game_t00160,「ナイヴス２よりナイヴス１、\w音声に反応あり！　続けます！！」,「こちら米国海兵隊第３１８戦術歩行戦闘機隊所属機、\w聞こえています。繰り返しお願いします」
020_UAF_DAY91_01.egpack,game_t00161,「こちら米国海兵隊第３１８戦術歩行戦闘機隊所属機、\w聞こえています。繰り返しお願いします」,「…\w…\w在、\w救命艇…\w…\w打ち揚げ…\w…\w…\w…\wらの座標は…\w…\w」
020_UAF_DAY91_01.egpack,game_t00162,「…\w…\w在、\w救命艇…\w…\w打ち揚げ…\w…\w…\w…\wらの座標は…\w…\w」,…\w…\w生きてる。それに所属や座標を口にできるぐらいには体力がある。
020_UAF_DAY91_01.egpack,game_t00163,…\w…\w生きてる。それに所属や座標を口にできるぐらいには体力がある。,これなら…\w…\w！
020_UAF_DAY91_01.egpack,game_t00164,これなら…\w…\w！,「音声が不明瞭ですが、\wそちらの座標は確認しています。現在接近中、\w引き続きこのチャネルで続けてください」
020_UAF_DAY91_01.egpack,game_t00165,「音声が不明瞭ですが、\wそちらの座標は確認しています。現在接近中、\w引き続きこのチャネルで続けてください」,「…\w…\w了解…\w…\w…\w…\wらはリリア・シェル…\w…\w少尉…\w…\w…\w…\w願います…\w…\w」
020_UAF_DAY91_01.egpack,game_t00166,「…\w…\w了解…\w…\w…\w…\wらはリリア・シェル…\w…\w少尉…\w…\w…\w…\w願います…\w…\w」,「無線がだいぶへばってるねえ。こりゃあ相当運の良いお嬢ちゃんだ、\w今日を逃してたら発見できなかったかもしれないよ」
020_UAF_DAY91_01.egpack,game_t00167,「無線がだいぶへばってるねえ。こりゃあ相当運の良いお嬢ちゃんだ、\w今日を逃してたら発見できなかったかもしれないよ」,「こっちもあっちもラッキーですよ。生きてさえいれば、\w助けられる――！」
020_UAF_DAY91_01.egpack,game_t00168,「こっちもあっちもラッキーですよ。生きてさえいれば、\w助けられる――！」,最近の徒労感が一気に報われていくのが分かるよ。
020_UAF_DAY91_01.egpack,game_t00169,最近の徒労感が一気に報われていくのが分かるよ。,…\w…\w後はここで焦らず、\w確実に救出を成功させるだけだ！
020_UAF_DAY91_01.egpack,game_t00170,…\w…\w後はここで焦らず、\w確実に救出を成功させるだけだ！,「当機は現在もそちらに接近中、\w少尉、\wその場所に留まっていてください」
020_UAF_DAY91_01.egpack,game_t00171,「当機は現在もそちらに接近中、\w少尉、\wその場所に留まっていてください」,「…\w…\w解…\w…\w…\w…\w第２６海…\w…\w」
020_UAF_DAY91_01.egpack,game_t00172,「…\w…\w解…\w…\w…\w…\w第２６海…\w…\w」,しかし…\w…\wさっきから聞こえるこれは…\w…\w名前？
020_UAF_DAY91_01.egpack,game_t00173,しかし…\w…\wさっきから聞こえるこれは…\w…\w名前？,「隊長、\w対象は繰り返し名乗りを入れて来ています。こっちの声も聞こえてるはずなんですが…\w…\w」
020_UAF_DAY91_01.egpack,game_t00174,「隊長、\w対象は繰り返し名乗りを入れて来ています。こっちの声も聞こえてるはずなんですが…\w…\w」,「当然。向こうにすりゃ、\w最後の瞬間まで本当に会合できるか分かったもんじゃないんだよ」
020_UAF_DAY91_01.egpack,game_t00175,「当然。向こうにすりゃ、\w最後の瞬間まで本当に会合できるか分かったもんじゃないんだよ」,そういうことか…\w…\w。
020_UAF_DAY91_01.egpack,game_t00176,そういうことか…\w…\w。,遠くに船が通ったけど気づいてもらえず、\wなんて状況もあったかもしれない……。
020_UAF_DAY91_01.egpack,game_t00177,遠くに船が通ったけど気づいてもらえず、\wなんて状況もあったかもしれない……。,「万が一を考えりゃ、\wせめて名前だけでもってことさ。ウィル坊、\wもう少し女心を勉強しな」
020_UAF_DAY91_01.egpack,game_t00178,「万が一を考えりゃ、\wせめて名前だけでもってことさ。ウィル坊、\wもう少し女心を勉強しな」,「こういうのに女も男もないでしょう！」
020_UAF_DAY91_01.egpack,game_t00179,「こういうのに女も男もないでしょう！」,「だったらなおさら、\wだな。名前ってのはそういうもんさ」
020_UAF_DAY91_01.egpack,game_t00180,「だったらなおさら、\wだな。名前ってのはそういうもんさ」,「…\w…\w了解です」
020_UAF_DAY91_01.egpack,game_t00181,「…\w…\w了解です」,それは分かったけど…\w…\w俺は名前だけなんて絶対に認めない…\w…\w！
020_UAF_DAY91_01.egpack,game_t00182,それは分かったけど…\w…\w俺は名前だけなんて絶対に認めない…\w…\w！,――助けるぞ。
020_UAF_DAY91_01.egpack,game_t00183,――助けるぞ。,必ず助けてやる。
020_UAF_DAY91_01.egpack,game_t00184,必ず助けてやる。,「――少尉、\wまもなくそちらに到着します。このまま通信を――」
020_UAF_DAY91_01.egpack,game_t00185,「――少尉、\wまもなくそちらに到着します。このまま通信を――」,いた…\w…\w！
020_UAF_DAY91_01.egpack,game_t00186,いた…\w…\w！,「対象を望遠で確認、\wそっちはどうだい！」
020_UAF_DAY91_01.egpack,game_t00187,「対象を望遠で確認、\wそっちはどうだい！」,「――こちらでも確認しました！」
020_UAF_DAY91_01.egpack,game_t00188,「――こちらでも確認しました！」,救命艇だ！
020_UAF_DAY91_01.egpack,game_t00189,救命艇だ！,目印用の染料がばら撒かれてる…\w…\wいいぞ、\wあれは陸でも十分役に立ってる…\w…\w！
020_UAF_DAY91_01.egpack,game_t00190,目印用の染料がばら撒かれてる…\w…\wいいぞ、\wあれは陸でも十分役に立ってる…\w…\w！,「素晴らしいね。お待ちかねの『代わり映えする』眺めじゃないか」
020_UAF_DAY91_01.egpack,game_t00191,「素晴らしいね。お待ちかねの『代わり映えする』眺めじゃないか」,「最高ですよ。誰かがまだ生きている…\w…\wこれ以上の話はない！」
020_UAF_DAY91_01.egpack,game_t00192,「最高ですよ。誰かがまだ生きている…\w…\wこれ以上の話はない！」,そうだ、\w生きていれば…\w…\w生き延びていればこそ、\w何とでもなる！
020_UAF_DAY91_01.egpack,game_t00193,そうだ、\w生きていれば…\w…\w生き延びていればこそ、\w何とでもなる！,「いい台詞だウィルバート。着陸するぞ」
020_UAF_DAY91_01.egpack,game_t00194,「いい台詞だウィルバート。着陸するぞ」,「よし、\w一旦海上に出てから右旋回、\w一度フライパスして周囲を確認する。ジェット後流を当てんじゃないよ――距離１００で着地、\w主脚歩行接近」
020_UAF_DAY91_01.egpack,game_t00195,「よし、\w一旦海上に出てから右旋回、\w一度フライパスして周囲を確認する。ジェット後流を当てんじゃないよ――距離１００で着地、\w主脚歩行接近」,「ナイヴス２了解、\w距離１００で着地、\w主脚歩行にて接近します」
020_UAF_DAY91_01.egpack,game_t00196,「ナイヴス２了解、\w距離１００で着地、\w主脚歩行にて接近します」,焦るな…\w…\w状況や地形の確認は基本だ。
020_UAF_DAY91_01.egpack,game_t00197,焦るな…\w…\w状況や地形の確認は基本だ。,戦術機が着地した瞬間に漂着地点が海に向かって崩落、\wなんてケースが無いわけでもない。
020_UAF_DAY91_01.egpack,game_t00198,戦術機が着地した瞬間に漂着地点が海に向かって崩落、\wなんてケースが無いわけでもない。,この現場は渚みたいだから大丈夫だとは思うが…\w…\w。
020_UAF_DAY91_01.egpack,game_t00199,この現場は渚みたいだから大丈夫だとは思うが…\w…\w。,「…\w…\w…\w…\wッ！」
020_UAF_DAY91_01.egpack,game_t00200,「…\w…\w…\w…\wッ！」,あれは…\w…\w人だ！　生存者だ！
020_UAF_DAY91_01.egpack,game_t00201,あれは…\w…\w人だ！　生存者だ！,「――隊長、\w対象船外にて目標本人を直接確認――」
020_UAF_DAY91_01.egpack,game_t00202,「――隊長、\w対象船外にて目標本人を直接確認――」,「ナイヴス１よりソルティ・ベース、\w対象を発見した。乗員数名規模の救命艇の模様」
020_UAF_DAY91_01.egpack,game_t00203,「ナイヴス１よりソルティ・ベース、\w対象を発見した。乗員数名規模の救命艇の模様」,「また目視で船外に生存者１名を確認した。これより保護する」
020_UAF_DAY91_01.egpack,game_t00204,「また目視で船外に生存者１名を確認した。これより保護する」,「――ソルティ・ベースよりナイヴス１。生存者確認了解。引きの強さはさすがだな」
020_UAF_DAY91_01.egpack,game_t00205,「――ソルティ・ベースよりナイヴス１。生存者確認了解。引きの強さはさすがだな」,「任せときな。帰ったらアンタもカードで毟ってやるよ」
020_UAF_DAY91_01.egpack,game_t00206,「任せときな。帰ったらアンタもカードで毟ってやるよ」,船の外まで出られるってことは、\w体力的にはそれなりに安定してるはずだ。
020_UAF_DAY91_01.egpack,game_t00207,船の外まで出られるってことは、\w体力的にはそれなりに安定してるはずだ。,隊長の運というか、\w引きの良さはホント洒落にならないレベルだな。
